transaction_id,customer_id,customer_name,amount,currency,payment_method,transaction_date,payment_status,failure_reason,customer_history,retry_count,customer_segment,recovered_after_retry,merchant_category,city,device_type
TXN00628,CUST0373,Zoya Chowdhury,2323.36,INR,Debit Card,2026-07-05 22:29:41,Success,,New Customer,0,Regular,,E-commerce,Hyderabad,Mobile Web
TXN00912,CUST0284,Ramesh Khan,2378.55,INR,Credit Card,2026-07-05 22:33:38,Failed,Unknown Error,New Customer,3,New,0.0,SaaS Subscription,Mumbai,Mobile App
TXN00319,CUST0412,Vivek Khan,521.7,INR,Credit Card,2026-07-06 02:31:32,Success,,Loyal Customer,0,Premium,,Food Delivery,Delhi,Mobile Web
TXN00729,CUST0298,Anjali Chowdhury,1707.01,INR,Netbanking,2026-07-06 06:28:03,Failed,Network Failure,Occasional Buyer,0,Regular,1.0,E-commerce,Ahmedabad,Mobile App
TXN00770,CUST0011,Ishita Patel,2829.96,INR,Credit Card,2026-07-06 08:41:25,Success,,Loyal Customer,0,Premium,,SaaS Subscription,Pune,Mobile App
TXN00698,CUST0025,Lakshmi Gupta,2821.22,INR,UPI,2026-07-06 14:48:47,Success,,New Customer,0,New,,Travel & Hotels,Bengaluru,Desktop Web
TXN00742,CUST0312,Anjali Malhotra,1371.31,INR,Debit Card,2026-07-06 19:33:02,Failed,Insufficient Funds,New Customer,1,Regular,1.0,SaaS Subscription,Chennai,Mobile App
TXN00595,CUST0110,Shreya Reddy,136.37,INR,Debit Card,2026-07-06 20:23:14,Failed,Card Declined,New Customer,0,New,0.0,Ride-Hailing,Delhi,Mobile App
TXN00589,CUST0218,Divya Joshi,524.05,INR,Debit Card,2026-07-07 04:24:10,Failed,Authentication Failure,Regular Customer,0,Regular,1.0,Ride-Hailing,Bengaluru,Mobile App
TXN00268,CUST0049,Farhan Kapoor,4027.72,INR,Wallet,2026-07-07 04:38:17,Success,,Regular Customer,0,Premium,,E-commerce,Mumbai,Mobile App
TXN00130,CUST0309,Imran Reddy,458.35,INR,Credit Card,2026-07-07 07:06:19,Success,,Occasional Buyer,0,Regular,,Food Delivery,Bengaluru,Mobile App
TXN00257,CUST0327,Radhika Joshi,326.79,INR,UPI,2026-07-07 09:44:00,Success,,Occasional Buyer,0,Regular,,Food Delivery,Hyderabad,Mobile App
TXN00315,CUST0241,Pooja Kulkarni,1031.06,INR,UPI,2026-07-07 15:21:57,Success,,Loyal Customer,0,Regular,,E-commerce,Bengaluru,Mobile App
TXN00885,CUST0083,Manish Patel,2105.33,INR,Credit Card,2026-07-07 18:08:35,Success,,New Customer,0,New,,SaaS Subscription,Hyderabad,Mobile App
TXN00777,CUST0077,Vikram Reddy,297.0,INR,Debit Card,2026-07-08 00:41:00,Success,,Regular Customer,0,Regular,,Ride-Hailing,Lucknow,Mobile App
TXN00930,CUST0305,Ayesha Thomas,293.64,INR,UPI,2026-07-08 02:40:25,Success,,New Customer,0,New,,Food Delivery,Bengaluru,Desktop Web
TXN00552,CUST0294,Simran Kulkarni,344.74,INR,Debit Card,2026-07-08 02:49:00,Success,,Occasional Buyer,0,Premium,,Ride-Hailing,Bengaluru,Mobile App
TXN00006,CUST0152,Preeti Pillai,1213.6,INR,Credit Card,2026-07-08 10:06:37,Failed,Network Failure,Regular Customer,1,New,0.0,E-commerce,Lucknow,Mobile App
TXN00669,CUST0002,Sneha Bose,204.96,INR,Credit Card,2026-07-08 10:53:47,Failed,Network Failure,Occasional Buyer,1,Regular,1.0,Ride-Hailing,Bengaluru,Mobile App
TXN00533,CUST0224,Neha Kulkarni,1783.82,INR,Netbanking,2026-07-08 17:00:37,Success,,Loyal Customer,0,Premium,,E-commerce,Bengaluru,Mobile App
TXN01446,CUST0295,Karthik Rao,3542.39,INR,UPI,2026-07-08 20:54:22,Success,,Regular Customer,0,Premium,,E-commerce,Kolkata,Mobile App
TXN01329,CUST0193,Rohan Malhotra,99.0,INR,UPI,2026-07-09 05:46:41,Success,,New Customer,0,New,,Ride-Hailing,Pune,Mobile App
TXN00466,CUST0098,Shreya Kapoor,2438.76,INR,UPI,2026-07-09 09:33:45,Failed,Bank Server Issue,New Customer,0,New,1.0,E-commerce,Lucknow,Mobile App
TXN00863,CUST0268,Sunita Thomas,954.5,INR,Credit Card,2026-07-10 04:06:34,Success,,New Customer,0,New,,E-commerce,Jaipur,Desktop Web
TXN01282,CUST0415,Ishita Pandey,680.92,INR,UPI,2026-07-10 06:17:15,Success,,Occasional Buyer,0,Regular,,Food Delivery,Bengaluru,Mobile Web
TXN00819,CUST0067,Ishita Thomas,682.28,INR,Credit Card,2026-07-10 07:09:00,Failed,Expired Card,Regular Customer,0,Premium,0.0,Ride-Hailing,Pune,Desktop Web
TXN00294,CUST0185,Vikram Sharma,10687.66,INR,Credit Card,2026-07-10 13:40:55,Success,,Loyal Customer,0,Premium,,Travel & Hotels,Kolkata,Mobile App
TXN01125,CUST0333,Divya Joshi,1003.9,INR,UPI,2026-07-10 14:36:26,Success,,Occasional Buyer,0,Regular,,E-commerce,Hyderabad,Mobile Web
TXN00979,CUST0016,Tanvi Patel,17805.13,INR,Credit Card,2026-07-10 17:40:06,Success,,Regular Customer,0,Regular,,Travel & Hotels,Kolkata,Mobile Web
TXN01396,CUST0231,Ramesh Mehta,544.8,INR,Debit Card,2026-07-10 20:46:54,Success,,Occasional Buyer,0,Regular,,Food Delivery,Chennai,Mobile App
TXN00195,CUST0274,Joseph Fernandes,291.87,INR,UPI,2026-07-11 02:43:17,Success,,Loyal Customer,0,Premium,,Food Delivery,Kolkata,Desktop Web
TXN01210,CUST0150,Meera Sharma,3594.94,INR,UPI,2026-07-11 03:27:54,Success,,Regular Customer,0,Regular,,E-commerce,Mumbai,Mobile App
TXN00221,CUST0364,Sneha Bose,437.13,INR,UPI,2026-07-11 07:42:46,Success,,Regular Customer,0,Regular,,Food Delivery,Ahmedabad,Desktop Web
TXN00911,CUST0146,Kunal Pandey,496.47,INR,Wallet,2026-07-11 19:06:35,Success,,Regular Customer,0,Regular,,Ride-Hailing,Pune,Mobile App
TXN00780,CUST0005,Anjali Verma,30012.78,INR,Netbanking,2026-07-11 23:04:09,Success,,Loyal Customer,0,Premium,,Travel & Hotels,Lucknow,Mobile Web
TXN00983,CUST0265,Harsh Thomas,631.34,INR,Credit Card,2026-07-11 23:07:04,Success,,Loyal Customer,0,Premium,,Food Delivery,Pune,Mobile Web
TXN01300,CUST0376,Rahul Fernandes,1024.07,INR,UPI,2026-07-11 23:30:36,Failed,Authentication Failure,Regular Customer,1,Regular,0.0,Food Delivery,Hyderabad,Mobile Web
TXN00773,CUST0161,Kiran Singh,1132.47,INR,UPI,2026-07-12 00:33:51,Success,,New Customer,0,New,,E-commerce,Mumbai,Mobile App
TXN00891,CUST0333,Divya Joshi,232.4,INR,Debit Card,2026-07-12 03:16:28,Success,,Occasional Buyer,0,Regular,,Ride-Hailing,Hyderabad,Mobile App
TXN01024,CUST0023,Gaurav Fernandes,5270.55,INR,Netbanking,2026-07-12 03:33:03,Success,,New Customer,0,New,,Travel & Hotels,Ahmedabad,Mobile App
TXN00187,CUST0336,Rajesh Fernandes,8489.43,INR,UPI,2026-07-12 09:20:21,Failed,Card Declined,Regular Customer,0,Premium,0.0,Travel & Hotels,Bengaluru,Mobile App
TXN00689,CUST0242,Amit Iyer,3748.13,INR,UPI,2026-07-12 10:33:18,Failed,Insufficient Funds,Occasional Buyer,3,Regular,0.0,E-commerce,Bengaluru,Desktop Web
TXN00203,CUST0179,Shreya Pandey,276.82,INR,Credit Card,2026-07-12 10:52:00,Failed,Authentication Failure,Occasional Buyer,0,Premium,1.0,Ride-Hailing,Ahmedabad,Mobile Web
TXN00910,CUST0027,Nikhil Mehta,3959.69,INR,UPI,2026-07-12 15:31:14,Success,,Loyal Customer,0,Premium,,E-commerce,Hyderabad,Mobile Web
TXN01499,CUST0241,Pooja Kulkarni,1026.81,INR,Netbanking,2026-07-12 16:52:12,Success,,Loyal Customer,0,Regular,,Food Delivery,Bengaluru,Mobile Web
TXN00704,CUST0366,Pooja Verma,600.02,INR,UPI,2026-07-12 22:57:58,Success,,Regular Customer,0,Regular,,E-commerce,Hyderabad,Desktop Web
TXN00446,CUST0193,Rohan Malhotra,955.21,INR,Debit Card,2026-07-13 01:49:29,Success,,New Customer,0,New,,E-commerce,Pune,Desktop Web
TXN00651,CUST0135,Swati Sharma,1782.92,INR,Wallet,2026-07-13 08:03:44,Failed,Card Declined,Regular Customer,1,Regular,0.0,E-commerce,Kolkata,Desktop Web
TXN01054,CUST0037,Joseph Desai,5420.01,INR,Debit Card,2026-07-14 03:28:58,Success,,Regular Customer,0,Premium,,E-commerce,Jaipur,Mobile Web
TXN00760,CUST0347,Deepak Fernandes,15714.3,INR,UPI,2026-07-14 09:58:58,Success,,New Customer,0,New,,Travel & Hotels,Ahmedabad,Mobile Web
TXN00974,CUST0024,Neha Nair,1497.06,INR,Credit Card,2026-07-14 10:23:23,Success,,Occasional Buyer,0,Premium,,E-commerce,Bengaluru,Mobile Web
TXN01070,CUST0036,Preeti Sharma,1621.67,INR,Wallet,2026-07-14 12:11:38,Success,,Regular Customer,0,Regular,,E-commerce,Bengaluru,Desktop Web
TXN01450,CUST0117,Vikram Mehta,2699.24,INR,UPI,2026-07-14 16:12:55,Failed,Insufficient Funds,Regular Customer,1,Regular,0.0,E-commerce,Mumbai,Mobile App
TXN00212,CUST0418,Harsh Verma,238.23,INR,UPI,2026-07-15 04:02:19,Failed,Authentication Failure,Regular Customer,0,Regular,1.0,Ride-Hailing,Mumbai,Desktop Web
TXN01185,CUST0283,Rajesh Reddy,147.67,INR,UPI,2026-07-15 10:16:58,Failed,Expired Card,Regular Customer,3,Regular,0.0,Food Delivery,Bengaluru,Mobile App
TXN00561,CUST0140,Ayesha Menon,2430.01,INR,Credit Card,2026-07-15 12:29:46,Success,,Occasional Buyer,0,New,,E-commerce,Delhi,Mobile App
TXN00543,CUST0162,Sneha Sharma,16650.86,INR,UPI,2026-07-15 13:29:24,Success,,Regular Customer,0,Regular,,Travel & Hotels,Bengaluru,Mobile Web
TXN01264,CUST0308,Siddharth Menon,1740.6,INR,UPI,2026-07-15 19:57:43,Success,,New Customer,0,New,,E-commerce,Lucknow,Desktop Web
TXN00175,CUST0045,Aditya Reddy,1787.94,INR,Netbanking,2026-07-15 21:15:12,Success,,Regular Customer,0,Premium,,E-commerce,Bengaluru,Mobile App
TXN00045,CUST0057,Sneha Pandey,136.55,INR,UPI,2026-07-15 21:16:39,Success,,Loyal Customer,0,Regular,,Ride-Hailing,Delhi,Mobile App
TXN00769,CUST0033,Manish Joshi,266.7,INR,Wallet,2026-07-16 02:19:53,Success,,Occasional Buyer,0,Regular,,Food Delivery,Hyderabad,Mobile App
TXN01318,CUST0047,Ayesha Patel,4124.59,INR,UPI,2026-07-16 06:31:18,Success,,Regular Customer,0,Regular,,SaaS Subscription,Kolkata,Desktop Web
TXN01342,CUST0303,Deepak Fernandes,348.02,INR,UPI,2026-07-16 14:16:25,Failed,Network Failure,Occasional Buyer,0,Regular,1.0,Ride-Hailing,Pune,Mobile App
TXN00593,CUST0165,Anjali Iyer,341.38,INR,UPI,2026-07-16 15:41:29,Failed,Network Failure,Occasional Buyer,0,Regular,0.0,Food Delivery,Mumbai,Mobile App
TXN01002,CUST0112,Tanvi Patel,179.63,INR,Wallet,2026-07-16 18:57:40,Success,,New Customer,0,New,,Food Delivery,Chennai,Mobile Web
TXN00241,CUST0058,Preeti Malhotra,380.03,INR,UPI,2026-07-17 06:33:19,Success,,Regular Customer,0,Regular,,Food Delivery,Kolkata,Mobile App
TXN01075,CUST0178,Harsh Iyer,3859.44,INR,UPI,2026-07-17 10:32:33,Success,,New Customer,0,Regular,,E-commerce,Delhi,Mobile App
TXN00870,CUST0117,Vikram Mehta,530.16,INR,Credit Card,2026-07-17 11:05:08,Success,,Regular Customer,0,Regular,,Food Delivery,Mumbai,Mobile App
TXN00162,CUST0229,Swati Chowdhury,318.85,INR,Credit Card,2026-07-17 11:24:38,Failed,Insufficient Funds,Regular Customer,1,Regular,0.0,Ride-Hailing,Hyderabad,Mobile App
TXN00591,CUST0167,Siddharth Singh,1193.01,INR,Netbanking,2026-07-17 17:59:31,Success,,Occasional Buyer,0,New,,E-commerce,Delhi,Mobile App
TXN00435,CUST0301,Tanvi Nair,5260.2,INR,UPI,2026-07-18 05:24:55,Success,,Loyal Customer,0,Premium,,SaaS Subscription,Pune,Desktop Web
TXN01465,CUST0340,Abhishek Kapoor,2074.69,INR,Debit Card,2026-07-18 20:07:04,Failed,Bank Server Issue,Occasional Buyer,3,Premium,1.0,Food Delivery,Kolkata,Mobile Web
TXN00161,CUST0079,Riya Bhatt,124.99,INR,UPI,2026-07-19 00:56:07,Failed,Network Failure,Occasional Buyer,0,New,1.0,Ride-Hailing,Mumbai,Mobile App
TXN00158,CUST0392,Suresh Thomas,5394.7,INR,Credit Card,2026-07-19 03:24:58,Success,,Loyal Customer,0,Premium,,E-commerce,Mumbai,Desktop Web
TXN00477,CUST0337,Rahul Pandey,3899.17,INR,UPI,2026-07-19 03:41:50,Failed,Insufficient Funds,Occasional Buyer,0,Regular,1.0,E-commerce,Kolkata,Mobile App
TXN01204,CUST0155,Kiran Bhatt,408.27,INR,Debit Card,2026-07-19 04:37:54,Success,,Regular Customer,0,Regular,,Food Delivery,Mumbai,Mobile Web
TXN01251,CUST0007,Zoya Gupta,401.48,INR,UPI,2026-07-19 13:14:55,Success,,New Customer,0,New,,Food Delivery,Mumbai,Mobile App
TXN01372,CUST0292,Siddharth Rao,297.28,INR,UPI,2026-07-19 20:20:44,Failed,Insufficient Funds,New Customer,2,New,0.0,Food Delivery,Chennai,Mobile App
TXN00383,CUST0133,Imran Rao,991.69,INR,Netbanking,2026-07-19 21:29:28,Success,,New Customer,0,New,,E-commerce,Hyderabad,Mobile App
TXN01438,CUST0098,Shreya Kapoor,1499.36,INR,Debit Card,2026-07-19 23:25:52,Failed,Insufficient Funds,New Customer,0,New,1.0,E-commerce,Lucknow,Mobile Web
TXN00941,CUST0163,Ananya Menon,7467.98,INR,UPI,2026-07-20 00:22:21,Success,,Loyal Customer,0,Premium,,E-commerce,Bengaluru,Mobile App
TXN00952,CUST0205,Radhika Joshi,212.09,INR,UPI,2026-07-20 01:32:18,Success,,Occasional Buyer,0,New,,Food Delivery,Bengaluru,Mobile App
TXN01301,CUST0288,Vivek Bose,2118.03,INR,Credit Card,2026-07-20 02:45:05,Failed,Insufficient Funds,Occasional Buyer,2,Regular,0.0,SaaS Subscription,Delhi,Mobile Web
TXN00597,CUST0066,Riya Pillai,13514.85,INR,Debit Card,2026-07-20 03:41:56,Failed,Insufficient Funds,Occasional Buyer,0,Regular,0.0,Travel & Hotels,Pune,Mobile App
TXN00853,CUST0156,Amit Khan,900.45,INR,Credit Card,2026-07-20 07:47:23,Success,,Regular Customer,0,Premium,,Ride-Hailing,Chennai,Mobile App
TXN00676,CUST0387,Deepak Menon,572.68,INR,UPI,2026-07-20 18:20:05,Success,,Occasional Buyer,0,Regular,,E-commerce,Kolkata,Mobile Web
TXN01013,CUST0119,Riya Fernandes,1342.06,INR,UPI,2026-07-20 19:23:48,Failed,Insufficient Funds,New Customer,1,New,0.0,E-commerce,Mumbai,Mobile App
TXN00494,CUST0050,Tanvi Chowdhury,2386.75,INR,UPI,2026-07-20 21:13:52,Failed,Insufficient Funds,Loyal Customer,3,Premium,0.0,E-commerce,Chennai,Mobile Web
TXN01001,CUST0261,Sneha Bhatt,600.76,INR,UPI,2026-07-20 21:45:14,Success,,Occasional Buyer,0,Regular,,Food Delivery,Mumbai,Mobile App
TXN00473,CUST0317,Ayesha Reddy,12810.44,INR,UPI,2026-07-20 23:17:01,Success,,Loyal Customer,0,Premium,,Travel & Hotels,Delhi,Mobile App
TXN01276,CUST0059,Divya Bose,3414.02,INR,Debit Card,2026-07-21 11:33:39,Success,,Occasional Buyer,0,Premium,,E-commerce,Pune,Desktop Web
TXN00637,CUST0402,Ananya Gupta,1340.22,INR,Debit Card,2026-07-21 15:57:46,Success,,New Customer,0,New,,SaaS Subscription,Kolkata,Mobile App
TXN00681,CUST0023,Gaurav Fernandes,199.52,INR,UPI,2026-07-21 17:10:39,Failed,Expired Card,New Customer,0,New,0.0,Food Delivery,Ahmedabad,Mobile App
TXN01323,CUST0331,Tanvi Iyer,27157.32,INR,Credit Card,2026-07-21 17:22:33,Success,,Loyal Customer,0,Premium,,Travel & Hotels,Mumbai,Mobile Web
TXN00882,CUST0192,Swati Reddy,436.84,INR,Netbanking,2026-07-21 20:04:15,Failed,Card Declined,Occasional Buyer,0,Regular,0.0,Ride-Hailing,Lucknow,Mobile Web
TXN00654,CUST0345,Ananya Fernandes,530.1,INR,Credit Card,2026-07-21 23:00:08,Failed,Card Declined,Loyal Customer,0,Premium,1.0,Ride-Hailing,Ahmedabad,Mobile App
TXN00964,CUST0016,Tanvi Patel,18620.96,INR,UPI,2026-07-22 00:20:46,Success,,Regular Customer,0,Regular,,Travel & Hotels,Kolkata,Mobile App
TXN00578,CUST0236,Arjun Sharma,36453.95,INR,UPI,2026-07-22 00:37:02,Success,,Loyal Customer,0,Premium,,Travel & Hotels,Ahmedabad,Mobile App
TXN00330,CUST0394,Abhishek Nair,164.62,INR,Debit Card,2026-07-22 03:55:56,Success,,Occasional Buyer,0,New,,Ride-Hailing,Bengaluru,Mobile App
TXN00656,CUST0405,Ananya Nair,1931.86,INR,UPI,2026-07-22 04:51:06,Success,,Regular Customer,0,Regular,,E-commerce,Bengaluru,Desktop Web
TXN00796,CUST0015,Varun Kapoor,7487.16,INR,UPI,2026-07-22 17:36:04,Success,,Regular Customer,0,Regular,,Travel & Hotels,Chennai,Mobile App
TXN00935,CUST0342,Ayesha Rao,361.35,INR,Debit Card,2026-07-22 21:27:03,Success,,Loyal Customer,0,New,,Ride-Hailing,Bengaluru,Desktop Web
TXN00193,CUST0134,Swati Bose,2449.32,INR,UPI,2026-07-23 01:39:08,Failed,Expired Card,Loyal Customer,0,New,0.0,E-commerce,Bengaluru,Desktop Web
TXN00624,CUST0165,Anjali Iyer,734.91,INR,Credit Card,2026-07-23 02:17:36,Success,,Occasional Buyer,0,Regular,,E-commerce,Mumbai,Mobile Web
TXN00616,CUST0221,Harsh Kapoor,4938.14,INR,Credit Card,2026-07-23 12:31:43,Success,,Loyal Customer,0,Premium,,E-commerce,Mumbai,Mobile Web
TXN01135,CUST0397,Aditya Rao,111.91,INR,UPI,2026-07-23 23:58:24,Success,,Occasional Buyer,0,New,,Ride-Hailing,Hyderabad,Desktop Web
TXN00696,CUST0267,Rohan Menon,265.98,INR,UPI,2026-07-24 00:28:08,Failed,Network Failure,Occasional Buyer,1,Regular,1.0,Food Delivery,Bengaluru,Mobile Web
TXN00122,CUST0035,Sunita Kapoor,1216.74,INR,UPI,2026-07-24 06:47:37,Success,,New Customer,0,New,,SaaS Subscription,Chennai,Mobile App
TXN00640,CUST0211,Suresh Fernandes,3501.2,INR,UPI,2026-07-24 10:45:15,Failed,Expired Card,Occasional Buyer,1,Regular,0.0,SaaS Subscription,Bengaluru,Mobile App
TXN00157,CUST0137,Kunal Pillai,99.0,INR,UPI,2026-07-24 14:04:56,Success,,Regular Customer,0,New,,Ride-Hailing,Hyderabad,Mobile Web
TXN01189,CUST0027,Nikhil Mehta,1035.06,INR,Netbanking,2026-07-24 17:37:49,Success,,Loyal Customer,0,Premium,,Food Delivery,Hyderabad,Mobile App
TXN00728,CUST0218,Divya Joshi,4280.12,INR,Debit Card,2026-07-24 17:50:38,Failed,Authentication Failure,Regular Customer,1,Regular,0.0,E-commerce,Bengaluru,Mobile App
TXN00826,CUST0261,Sneha Bhatt,236.05,INR,Credit Card,2026-07-24 18:25:26,Success,,Occasional Buyer,0,Regular,,Ride-Hailing,Mumbai,Desktop Web
TXN01202,CUST0181,Sneha Menon,2342.49,INR,UPI,2026-07-24 19:08:43,Success,,Regular Customer,0,Regular,,SaaS Subscription,Bengaluru,Mobile App
TXN01458,CUST0117,Vikram Mehta,3241.54,INR,Debit Card,2026-07-24 20:35:05,Success,,Regular Customer,0,Regular,,E-commerce,Mumbai,Mobile App
TXN01014,CUST0028,Geeta Fernandes,805.78,INR,UPI,2026-07-24 21:51:42,Success,,Regular Customer,0,Regular,,E-commerce,Kolkata,Mobile Web
TXN00379,CUST0388,Sneha Mehta,400.36,INR,UPI,2026-07-24 23:44:53,Success,,Occasional Buyer,0,Regular,,Food Delivery,Lucknow,Mobile Web
TXN01032,CUST0355,Pooja Thomas,5439.4,INR,UPI,2026-07-25 07:54:36,Success,,Occasional Buyer,0,Regular,,E-commerce,Delhi,Mobile Web
TXN01402,CUST0017,Imran Patel,552.95,INR,UPI,2026-07-25 08:50:09,Success,,Regular Customer,0,Premium,,Ride-Hailing,Mumbai,Mobile App
TXN00503,CUST0303,Deepak Fernandes,2466.74,INR,Debit Card,2026-07-25 11:17:11,Success,,Occasional Buyer,0,Regular,,E-commerce,Pune,Mobile Web
TXN00622,CUST0334,Kunal Pillai,5287.27,INR,Debit Card,2026-07-25 11:22:18,Failed,Expired Card,Loyal Customer,2,Premium,0.0,E-commerce,Lucknow,Desktop Web
TXN00029,CUST0114,Vikram Menon,411.48,INR,Debit Card,2026-07-25 17:00:39,Success,,Occasional Buyer,0,Regular,,Ride-Hailing,Bengaluru,Mobile App
TXN00439,CUST0237,Kavya Iyer,4039.48,INR,Debit Card,2026-07-25 20:03:08,Failed,Bank Server Issue,Loyal Customer,3,Premium,0.0,E-commerce,Mumbai,Mobile Web
TXN01317,CUST0263,Ayesha Khan,1628.48,INR,Credit Card,2026-07-26 01:17:14,Failed,Bank Server Issue,Regular Customer,0,Regular,0.0,SaaS Subscription,Delhi,Mobile App
TXN00374,CUST0031,Rahul Kulkarni,898.35,INR,Netbanking,2026-07-26 02:54:49,Failed,Expired Card,New Customer,0,Regular,0.0,Food Delivery,Mumbai,Mobile Web
TXN00919,CUST0388,Sneha Mehta,286.07,INR,Wallet,2026-07-26 10:10:40,Success,,Occasional Buyer,0,Regular,,Ride-Hailing,Lucknow,Desktop Web
TXN01356,CUST0139,Kunal Kapoor,3467.92,INR,Credit Card,2026-07-26 11:42:57,Success,,Occasional Buyer,0,Regular,,SaaS Subscription,Bengaluru,Mobile App
TXN01096,CUST0135,Swati Sharma,865.58,INR,UPI,2026-07-26 12:20:44,Success,,Regular Customer,0,Regular,,Food Delivery,Kolkata,Mobile App
TXN00751,CUST0396,Kiran Agarwal,31821.92,INR,UPI,2026-07-26 13:14:37,Success,,New Customer,0,Regular,,Travel & Hotels,Kolkata,Mobile Web
TXN01222,CUST0170,Sneha Iyer,619.85,INR,Netbanking,2026-07-26 13:17:36,Success,,Loyal Customer,0,Regular,,Food Delivery,Mumbai,Desktop Web
TXN00609,CUST0229,Swati Chowdhury,354.81,INR,UPI,2026-07-26 14:41:46,Success,,Regular Customer,0,Regular,,Food Delivery,Hyderabad,Mobile App
TXN01495,CUST0019,Priya Pillai,1807.55,INR,UPI,2026-07-26 14:49:01,Success,,Regular Customer,0,Regular,,E-commerce,Delhi,Mobile App
TXN00614,CUST0029,Rohan Agarwal,621.18,INR,UPI,2026-07-27 02:10:14,Success,,Occasional Buyer,0,Regular,,Food Delivery,Hyderabad,Mobile Web
TXN01366,CUST0401,Varun Agarwal,303.19,INR,UPI,2026-07-27 06:25:01,Failed,Insufficient Funds,Occasional Buyer,3,New,0.0,Ride-Hailing,Pune,Desktop Web
TXN00749,CUST0184,Thomas Bhatt,2585.47,INR,Wallet,2026-07-27 07:18:46,Success,,Regular Customer,0,Premium,,E-commerce,Hyderabad,Mobile App
TXN00129,CUST0047,Ayesha Patel,622.59,INR,UPI,2026-07-27 11:32:20,Success,,Regular Customer,0,Regular,,Food Delivery,Kolkata,Mobile App
TXN00731,CUST0281,Ramesh Joshi,149.56,INR,Wallet,2026-07-27 12:26:56,Success,,Regular Customer,0,New,,Food Delivery,Bengaluru,Desktop Web
TXN00827,CUST0413,Manish Kapoor,2114.43,INR,UPI,2026-07-27 12:33:19,Success,,Loyal Customer,0,New,,E-commerce,Pune,Mobile App
TXN00481,CUST0165,Anjali Iyer,653.44,INR,UPI,2026-07-27 16:06:13,Success,,Occasional Buyer,0,Regular,,Food Delivery,Mumbai,Mobile Web
TXN00927,CUST0376,Rahul Fernandes,1733.28,INR,Netbanking,2026-07-27 18:33:30,Success,,Regular Customer,0,Regular,,SaaS Subscription,Hyderabad,Mobile App
TXN00217,CUST0355,Pooja Thomas,7145.12,INR,Netbanking,2026-07-27 19:41:09,Success,,Occasional Buyer,0,Regular,,Travel & Hotels,Delhi,Mobile App
TXN00998,CUST0332,Farhan Iyer,3748.23,INR,UPI,2026-07-27 19:50:10,Success,,Occasional Buyer,0,Premium,,SaaS Subscription,Delhi,Mobile App
TXN01406,CUST0046,Radhika Mehta,3463.42,INR,UPI,2026-07-27 21:35:09,Success,,New Customer,0,New,,E-commerce,Kolkata,Mobile App
TXN00037,CUST0355,Pooja Thomas,234.65,INR,UPI,2026-07-28 03:37:55,Success,,Occasional Buyer,0,Regular,,Food Delivery,Delhi,Mobile Web
TXN00235,CUST0392,Suresh Thomas,4263.16,INR,UPI,2026-07-28 03:38:28,Success,,Loyal Customer,0,Premium,,E-commerce,Mumbai,Mobile App
TXN00317,CUST0374,Divya Agarwal,21156.31,INR,UPI,2026-07-28 07:49:10,Success,,Loyal Customer,0,Premium,,E-commerce,Chennai,Mobile App
TXN01235,CUST0414,Imran Bose,1910.67,INR,UPI,2026-07-28 12:02:23,Success,,Loyal Customer,0,Regular,,E-commerce,Delhi,Desktop Web
TXN00352,CUST0366,Pooja Verma,29442.72,INR,Credit Card,2026-07-28 13:43:21,Failed,Network Failure,Regular Customer,2,Regular,1.0,Travel & Hotels,Hyderabad,Desktop Web
TXN00313,CUST0393,Lakshmi Bhatt,310.6,INR,UPI,2026-07-28 15:52:22,Failed,Authentication Failure,New Customer,2,New,1.0,Ride-Hailing,Ahmedabad,Mobile App
TXN00375,CUST0339,Shreya Nair,400.39,INR,Netbanking,2026-07-29 00:45:36,Failed,Insufficient Funds,New Customer,1,Regular,0.0,Food Delivery,Jaipur,Desktop Web
TXN01015,CUST0030,Pooja Pillai,945.41,INR,Debit Card,2026-07-29 07:30:54,Failed,Card Declined,New Customer,0,New,0.0,E-commerce,Mumbai,Mobile App
TXN00933,CUST0275,Preeti Thomas,1659.32,INR,Wallet,2026-07-29 07:36:56,Success,,Regular Customer,0,Regular,,E-commerce,Mumbai,Mobile Web
TXN00487,CUST0214,Rahul Malhotra,312.33,INR,UPI,2026-07-29 09:30:23,Success,,Occasional Buyer,0,Regular,,Food Delivery,Ahmedabad,Mobile App
TXN01380,CUST0239,Gaurav Mehta,674.68,INR,UPI,2026-07-29 10:14:50,Success,,Occasional Buyer,0,Premium,,Food Delivery,Chennai,Mobile App
TXN01209,CUST0118,Meera Mehta,1622.92,INR,UPI,2026-07-29 11:33:31,Success,,Occasional Buyer,0,New,,E-commerce,Pune,Desktop Web
TXN00841,CUST0270,Manish Rao,517.73,INR,Wallet,2026-07-29 19:00:54,Success,,Loyal Customer,0,Regular,,Food Delivery,Hyderabad,Desktop Web
TXN00392,CUST0086,Kavya Gupta,15264.56,INR,Credit Card,2026-07-29 19:20:22,Failed,Expired Card,Occasional Buyer,3,Regular,0.0,Travel & Hotels,Bengaluru,Desktop Web
TXN00095,CUST0297,Joseph Desai,297.93,INR,UPI,2026-07-29 22:01:23,Success,,Regular Customer,0,Regular,,Food Delivery,Kolkata,Mobile App
TXN00839,CUST0401,Varun Agarwal,1238.76,INR,UPI,2026-07-29 22:16:51,Success,,Occasional Buyer,0,New,,E-commerce,Pune,Desktop Web
